This file was created by CMPT_ME_BEME_RETS using the 201402 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 BE/ME portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
199212   2.46   3.84   5.77   1.40   3.42   3.72
199301   5.97   7.02   8.85   0.44   2.32   4.23
199302  -5.54   0.00   1.07  -3.85   2.47   3.46
199303   1.57   2.20   3.74   2.65   3.82   3.24
199304  -3.38  -1.79  -0.53  -4.22  -1.47  -1.57
199305   5.27   4.22   4.52   5.13   2.43   1.61
199306   1.17   1.35   2.01  -1.33   1.32   2.86
199307  -0.69   1.39   2.83  -1.26   0.95   1.22
199308   4.53   4.57   2.73   4.78   3.81   4.10
199309   2.54   3.54   3.59   1.25   0.35  -0.58
199310   4.76   4.20   4.82   2.13  -0.19   0.15
199311  -3.32  -2.58  -1.07  -1.41  -2.53  -2.56
199312   0.05   2.00   0.85   3.50   3.64   2.56
199401   4.35   4.62   7.59   2.46   3.65   3.03
199402  -1.79   0.87   0.62  -0.95  -1.50  -3.58
199403  -6.17  -4.04  -3.03  -5.04  -4.05  -3.81
199404  -3.51  -1.19   0.20  -0.63   1.80   1.32
199405  -1.70   0.25   0.69   0.21   0.78  -1.40
199406  -5.36  -2.47  -1.82  -4.09  -1.33  -1.89
199407   0.46   1.18   1.59   3.17   2.98   4.52
199408   3.72   3.71   3.71   7.16   3.64   3.39
199409   1.07   1.31   1.78  -1.10  -2.79  -2.77
199410  -0.52   0.62  -0.24   2.00   0.50   0.46
199411  -4.61  -3.74  -3.65  -4.32  -4.82  -3.53
199412  -4.01  -0.37  -1.03   1.40   1.10   1.98
199501   3.57   3.38   3.92   1.10   2.05   3.68
199502   2.41   2.37   3.87   5.18   5.28   3.92
199503   1.90   1.30   1.53   2.92   3.00   0.41
199504   1.43   2.54   4.03   0.45   2.25   3.07
199505   0.95   1.72   2.94   2.53   3.25   4.34
199506   7.64   5.64   4.02   4.56   2.68   1.74
199507   6.80   5.32   5.32   6.35   4.41   3.04
199508   3.91   4.15   4.24   0.54   1.82   2.52
199509   2.99   2.46   3.07   2.88   2.24   2.99
199510  -6.54  -4.79  -3.51  -1.64  -2.47  -1.28
199511   0.82   1.27   0.96   5.31   4.93   4.76
199512   0.03   1.49   0.79  -0.42   1.46   1.93
199601   2.96   2.84   3.94   0.81   2.09   2.07
199602   4.71   3.21   3.82   4.30   2.39  -0.50
199603   2.96   3.47   2.89   1.25   2.22   1.75
199604   7.92   6.12   5.65   5.30   2.74  -0.78
199605   8.57   7.50   7.54   2.30   1.18   1.21
199606  -6.01  -2.69  -1.59  -4.09  -0.95   1.15
199607 -13.75  -6.85  -5.86  -7.66  -5.18  -5.63
199608   5.43   4.02   3.78   5.25   4.96   4.17
199609   2.70   2.59   2.31   6.76   4.20   1.95
199610  -6.14  -1.01  -0.18  -2.57   1.98   2.55
199611  -0.04   3.34   2.80   5.22   7.28   5.72
199612  -2.49   0.95  -0.04  -1.46  -0.14   0.59
199701   8.56   7.05   6.47   3.05   3.24   3.02
199702  -5.41  -0.26   1.46  -2.39   1.35   1.47
199703  -8.87  -3.60  -2.13  -6.48  -3.02  -3.36
199704  -4.87  -1.78  -1.82   1.89   3.53   1.06
199705  11.07   9.43   6.57  11.95   7.04   6.68
199706   2.34   5.40   5.55   3.26   4.31   3.65
199707   3.08   5.58   5.12   7.77   7.92   5.61
199708   4.74   4.06   4.29  -1.36  -0.46  -0.80
199709   9.79   8.52   9.19   5.50   6.33   5.21
199710  -3.92  -1.83   0.59  -4.74  -3.57  -2.67
199711  -4.49  -2.62  -1.04   0.87   2.31   3.44
199712  -7.48  -2.74  -1.86   0.71   3.38   3.90
199801   2.19   0.99   1.96   0.01  -1.95  -0.91
199802   5.85   6.68   5.89   9.11   8.46   5.39
199803   4.83   5.13   5.21   4.13   4.57   6.78
199804   2.37   3.40   3.36   1.26   0.33  -0.13
199805  -6.83  -3.99  -2.26  -4.92  -3.81  -2.07
199806  -3.62  -3.28  -3.04   1.20  -0.79   0.37
199807  -7.15  -6.45  -4.69  -4.47  -6.33  -4.95
199808 -24.99 -19.42 -17.98 -19.28 -18.58 -10.13
199809   6.37   3.71   0.76   8.15   5.75   5.69
199810   4.93   2.79   1.15   9.28   8.20   3.12
199811  11.95   6.35   7.90   6.60   4.09   4.36
199812   2.25   1.65   1.65   8.91   2.64   3.28
199901  10.77   6.18   8.83   1.66  -1.86  -3.32
199902  -7.10  -4.71  -4.43  -4.73  -3.38  -2.75
199903  -2.76  -1.98  -3.03   2.52   3.12   0.85
199904   7.07   9.74   9.56   6.81  11.09   9.21
199905   3.86   4.29   5.21   1.77   1.44   2.49
199906   4.20   3.93   4.28   5.58   3.00   0.52
199907   0.72   1.31   2.55  -3.09  -1.84  -1.67
199908  -4.26  -2.92  -3.20  -2.86  -4.48  -2.41
199909  -0.04  -1.26  -3.74  -0.34  -4.23  -3.64
199910  -0.51  -1.39  -2.14   5.38   2.41   2.29
199911  17.65   8.87   7.83   6.69  -1.27  -1.47
199912  15.64   7.88   5.14   9.09   1.57   2.56
200001  10.47   4.63   9.34  -4.48  -5.03  -4.55
200002  24.05  11.83  14.18   5.69  -4.96  -6.68
200003  -4.30   0.00  -0.23   8.46  14.08  13.52
200004 -16.67  -6.58  -7.10  -3.66   1.25   2.49
200005 -10.51  -5.14  -5.41  -1.80   1.34   1.92
200006  13.24   7.47   6.21   4.17  -3.38  -4.37
200007  -7.04   0.33   0.76  -5.71   2.96   4.87
200008   7.59   4.64   4.85  10.84   7.49   6.68
200009  -8.77  -1.54  -2.01  -6.16  -0.52   1.26
200010 -10.55  -4.00  -5.75  -5.40   0.91   0.39
200011 -21.04  -7.58  -6.96 -16.42  -2.08   0.13
200012  -8.35   0.39  -0.64   2.71  11.42  10.63
200101  43.94  20.68  20.18  15.50   2.58   1.90
200102 -14.69  -2.73  -0.53 -16.02  -1.50   2.66
200103 -11.60  -3.02  -2.87 -12.18  -3.76  -2.52
200104  11.28   4.50   2.92  14.97   7.54   5.73
200105   7.56   7.40   9.15   2.42   2.96   2.91
200106   1.54   3.77   1.66   0.11  -1.75  -1.63
200107  -7.99  -3.07  -0.67  -3.98  -0.81  -0.44
200108  -7.91  -2.53  -1.99  -7.10  -2.80  -3.44
200109 -17.98 -11.56 -11.83 -14.40 -11.50 -13.15
200110  14.25   7.35   5.44  10.44   4.15   3.71
200111  10.20   7.44   6.97  11.16   7.84   9.24
200112   8.46   6.89   6.04   3.87   5.49   3.39
200201  -3.59   2.89   6.35  -2.75  -0.54  -0.81
200202  -9.18  -3.02  -2.04  -4.54  -0.23  -0.37
200203   8.66   8.02   8.69   7.72   7.05   6.95
200204  -6.22   1.76   3.87  -4.99  -1.72  -3.73
200205  -8.20  -2.16   0.70  -3.16  -2.03  -0.80
200206 -11.21  -5.14  -4.57 -10.35  -7.51  -7.51
200207 -14.87 -12.67 -10.62  -8.42  -9.95 -12.51
200208  -0.39   0.89  -0.11  -0.17   1.39   4.00
200209 -10.23  -8.25  -7.61  -9.02 -10.36 -12.44
200210   7.96   4.64   2.51   7.88   4.87   1.40
200211  18.10  12.69  11.37   8.34   9.14   9.94
200212  -9.49  -4.11  -3.26  -6.03  -3.69  -2.36
200301   0.73  -1.15   2.12  -2.10  -2.17  -4.67
200302  -4.03  -2.30  -1.83  -1.82  -2.32  -4.49
200303   2.41   0.53   0.71   1.47   0.47   0.35
200304  12.86   9.83   8.62   8.58   9.59  11.32
200305  20.47  13.74  12.86   9.14   9.46   9.03
200306   6.56   4.58   6.38   1.29   0.74   1.81
200307   8.81   7.76   8.63   3.88   2.44   2.34
200308   4.74   4.56   6.40   4.09   4.06   5.60
200309   2.10   1.30   5.49  -1.65  -1.44  -0.37
200310   7.47   8.02  10.78   7.58   7.11   8.42
200311   2.64   4.04   5.33   2.40   3.00   2.81
200312   1.81   2.83   5.57   2.36   4.32   5.60
200401   7.41   5.85   9.84   2.03   2.19   4.07
200402  -0.15   1.15   1.09   2.10   3.18   2.07
200403  -0.19   0.53   1.00  -0.34  -0.12  -0.66
200404  -3.71  -2.91  -3.16  -1.72  -3.37  -3.25
200405  -0.98   0.03  -0.12   1.71   1.89   2.15
200406   2.15   2.94   3.14   1.62   2.62   3.33
200407 -10.64  -5.29  -3.63  -6.47  -3.60  -2.08
200408  -2.55  -0.38  -1.67  -1.72   0.53   0.74
200409   4.54   5.03   3.19   3.04   3.50   3.22
200410   2.59   1.85   1.22   3.22   1.77   1.57
200411  10.21   8.19  10.20   5.08   6.98   7.31
200412   7.94   4.91   6.32   4.74   3.66   3.21
200501  -5.70  -2.99  -1.82  -3.02  -2.56  -1.24
200502  -0.08   1.01   1.89   1.51   3.19   2.84
200503  -5.31  -2.18  -1.70  -1.30  -1.21  -0.39
200504  -6.99  -5.68  -6.12  -3.53  -3.48  -2.96
200505   6.64   4.84   3.51   5.65   4.75   4.93
200506   2.93   3.68   4.07   0.78   2.98   3.52
200507   7.56   6.88   6.53   5.12   5.18   5.10
200508  -2.00  -1.11  -0.11  -1.55  -0.53  -0.46
200509   0.84   0.53   0.75   0.12   1.02   2.03
200510  -4.22  -2.75  -2.76  -1.33  -2.26  -4.45
200511   3.48   3.96   2.99   5.20   4.67   2.38
200512   0.60   0.39   1.37   0.45   1.13   1.46
200601  10.05   8.65   7.18   3.69   4.54   4.65
200602   0.92   0.17   0.74   0.76   0.07  -1.13
200603   4.33   4.85   5.23   2.58   2.11   1.05
200604  -0.70   0.69   1.84   0.06   1.00   2.90
200605  -7.71  -3.89  -3.52  -4.09  -2.83  -1.51
200606  -1.59  -0.59  -0.05  -0.78  -0.69   1.10
200607  -5.50  -2.75  -2.39  -3.09  -2.26  -0.85
200608   2.96   2.16   1.61   2.62   1.85   1.78
200609  -0.30   1.01   1.45   2.46   1.60   1.15
200610   6.37   4.99   4.32   3.61   3.86   4.26
200611   2.81   1.99   2.84   3.18   3.21   3.36
200612   0.30   1.38   2.78  -0.41   0.97   1.27
200701   2.74   1.00   2.95   3.32   3.05   2.06
200702   0.25  -0.34   0.96  -0.34   0.26   0.61
200703   0.42   0.43  -0.42   0.92   0.79   2.22
200704   3.02   0.92   1.59   4.24   4.03   3.64
200705   2.16   2.58   1.24   4.05   4.26   3.72
200706  -0.57  -0.80   0.00  -1.49  -1.43  -2.26
200707  -5.06  -5.19  -5.33  -2.55  -4.38  -6.09
200708  -0.80   0.09  -2.86   0.92   0.44  -2.43
200709   2.56   0.91  -0.31   3.62   2.67   2.20
200710   3.01   0.09  -0.80   2.40   2.17   0.48
200711  -9.34  -8.41  -8.98  -4.60  -5.27  -6.14
200712  -0.77  -1.46  -2.55  -1.45  -1.33  -1.08
200801  -7.14  -4.63  -3.07  -6.27  -4.13  -3.80
200802  -3.52  -2.47  -2.91  -1.83  -2.58  -4.29
200803  -2.99  -1.49  -2.07  -1.65  -2.55  -2.20
200804   2.92   1.19   0.65   5.81   6.94   4.82
200805   4.54   3.69   1.88   3.84   2.97   3.18
200806  -8.41  -9.58 -10.02  -9.20 -10.40 -12.24
200807   1.90   2.41   0.53  -0.81  -2.40  -0.14
200808   1.36   2.69   3.81   1.46   1.48   1.65
200809 -13.06  -9.39  -9.58 -12.99 -12.62  -8.30
200810 -23.22 -19.86 -20.59 -20.48 -22.28 -20.87
200811 -14.75 -14.10 -16.59 -10.10  -9.51 -10.39
200812   4.45   4.34   0.19   4.34   4.30   4.90
200901  -0.20  -4.45  -5.98  -4.38  -7.49 -11.17
200902 -10.53 -11.60 -13.39  -7.45 -13.39 -17.28
200903  14.20  12.11  13.34  10.40  10.45  10.95
200904  21.44  20.40  24.35  16.75  21.55  25.51
200905   8.56  10.79  10.04   6.08   7.66   7.48
200906   7.50   3.14   3.23   0.72  -2.29   1.07
200907   7.22   8.46  10.09   7.18   9.76  10.54
200908   3.17   4.46  10.93   2.22   3.40  10.19
200909   7.60   6.71   7.62   5.54   5.97   6.35
200910  -7.52  -6.44  -7.25  -3.09  -3.91  -6.34
200911   0.97   0.98   0.99   5.13   4.38   5.99
200912   7.36   7.37   6.37   4.94   5.60   6.09
201001  -3.03  -1.57   3.23  -3.52  -3.51  -1.48
201002   2.94   3.67   4.04   4.17   4.72   4.10
201003   6.71   7.94   9.14   7.11   6.87   7.87
201004   6.24   7.11  12.29   2.67   3.21   5.13
201005  -7.64  -7.47  -9.45  -6.58  -7.82  -7.77
201006  -6.78  -7.49  -9.66  -4.78  -6.39  -8.34
201007   5.83   5.82   4.83   6.72   7.42   7.31
201008  -7.05  -7.63  -7.18  -4.07  -5.52  -5.26
201009  12.63  11.82   8.35  12.04  10.77   9.14
201010   5.10   4.87   3.65   3.78   3.96   2.06
201011   1.82   3.15   1.50   3.08   1.69   0.05
201012   9.31   8.10   8.76   6.07   7.87   8.65
201101  -0.09   0.97   3.96   1.84   2.95   1.84
201102   3.48   4.25   4.62   4.17   4.14   3.97
201103   2.08   1.28  -0.18   1.94   2.12   0.59
201104   1.80   1.09   0.20   3.79   2.73   2.48
201105  -1.74  -2.47  -2.55  -0.42  -1.35  -0.76
201106  -4.14  -1.74  -2.36  -1.63  -2.02  -2.02
201107  -3.77  -2.03  -1.12  -3.43  -3.29  -3.75
201108 -10.27 -10.18  -9.41  -6.54  -8.32  -6.73
201109 -12.31 -11.03  -9.48  -9.36 -11.34  -9.09
201110  13.87  13.49   7.95  14.00  16.24  12.17
201111  -3.21  -1.80  -0.79  -0.65   0.57  -0.08
201112  -0.85   0.55   0.95  -1.40   0.30   1.04
201201  10.78   8.85   9.19   8.45   6.56   3.35
201202   3.90   2.16   4.68   4.39   4.39   5.30
201203   2.37   3.89   4.49   2.33   0.89   1.64
201204  -2.74  -2.00  -0.25  -1.05  -0.84  -0.95
201205  -8.01  -7.28  -4.96  -7.88  -8.16  -6.32
201206   4.74   4.14   3.66   2.32   2.43   3.82
201207  -0.58  -1.45  -1.43  -0.50  -0.03  -0.22
201208   2.38   2.90   2.49   3.58   3.55   3.75
201209   5.25   3.96   3.77   1.88   2.55   3.13
201210  -5.14  -2.00  -0.42  -1.83  -0.30   0.69
201211  -0.38  -0.70   0.71   2.74   1.34   0.39
201212   1.83   3.27   2.95   2.25   2.30   3.55
201301   7.15   6.83   8.39   6.24   6.99   8.19
201302   0.35   0.76   1.69   0.71   1.90   1.89
201303   5.40   3.79   3.88   4.08   4.95   5.06
201304  -0.45  -0.24  -0.75   0.93   0.58   1.05
201305   5.61   5.16   4.99   3.38   3.22   3.50
201306  -0.76   0.54   0.09  -1.61  -0.93  -1.30
201307   7.47   7.28   7.74   6.88   5.72   7.00
201308  -1.69  -2.71  -1.68  -1.82  -2.63  -3.66
201309   6.29   7.10   5.27   5.56   4.71   3.63
201310  -0.01   3.57   3.28   2.81   3.83   5.67
201311   5.84   5.38   3.65   2.66   2.67   2.38
201312   2.47   2.97   2.30   3.16   3.38   2.42
201401   2.89  -1.46   0.21  -2.65  -2.40  -3.58
201402   3.80   4.48   4.26   5.89   5.12   4.97


  Average Value Weighted Returns -- Annual
               Small                 Big         
          Low     2    High    Low     2    High 
  1927  32.71  25.23  37.58  46.30  22.89  30.85
  1928  32.99  41.40  41.22  45.65  31.69  27.83
  1929 -43.92 -29.62 -35.86 -20.95   0.40  -4.36
  1930 -36.45 -31.42 -45.83 -26.49 -29.06 -44.01
  1931 -43.87 -46.31 -52.92 -36.53 -59.57 -56.45
  1932 -10.06  -9.93   8.84  -6.89 -16.96  -4.51
  1933 165.92 113.47 128.41  43.27  90.56 115.07
  1934  30.74  18.93   8.74   8.94  -2.39 -18.19
  1935  30.52  76.33  55.14  43.38  47.57  49.82
  1936  35.97  49.76  81.30  26.51  38.06  46.26
  1937 -48.62 -48.65 -50.89 -34.30 -31.16 -41.25
  1938  43.92  44.06  23.57  32.88  20.72  28.42
  1939   8.92   3.12  -7.69   7.74  -4.07  -9.14
  1940  -2.13  -1.39 -11.79 -10.02  -3.39  -4.03
  1941 -16.20 -13.69  -3.32 -13.75  -4.18  -2.00
  1942  16.91  26.98  36.20  13.86  16.75  34.18
  1943  44.73  52.88  98.06  20.88  34.06  41.41
  1944  41.10  42.99  47.77  15.52  22.19  39.92
  1945  65.02  62.63  70.13  32.42  38.12  50.05
  1946 -10.83  -9.84  -8.19  -9.45  -1.15  -7.57
  1947  -8.08  -3.02   5.81   3.37   4.20   8.92
  1948  -7.92  -7.00  -2.89   3.24   1.62   4.74
  1949  23.82  22.67  21.52  23.42  15.93  18.13
  1950  31.08  31.97  51.22  23.35  31.19  56.96
  1951  16.70  15.19  12.38  20.30  25.24  13.35
  1952   7.08   9.82   9.20  13.11  13.40  20.22
  1953   0.45  -0.93  -6.39   2.31   0.45  -7.90
  1954  42.60  61.24  63.28  47.29  49.11  77.77
  1955  14.66  20.69  23.94  27.39  22.69  29.50
  1956   7.99   7.26   6.58   6.33  14.21   3.28
  1957 -16.89 -15.11 -15.95  -8.97  -7.98 -22.79
  1958  76.32  57.65  70.66  41.34  45.48  73.33
  1959  20.46  20.05  18.05  13.01  10.41  18.51
  1960  -2.38  -1.02  -6.16  -2.48   9.43  -8.42
  1961  20.89  30.19  31.77  26.22  27.17  29.21
  1962 -20.37 -16.25  -9.00 -10.73  -5.69  -3.41
  1963   8.02  17.15  28.78  21.96  17.17  32.31
  1964   8.61  17.61  23.99  14.40  19.87  19.20
  1965  34.96  33.23  42.20  14.63   8.26  22.46
  1966  -5.78  -5.79  -7.47 -10.77  -5.50 -10.80
  1967  89.31  72.49  68.19  28.89  15.64  32.18
  1968  32.30  41.16  46.25   3.84  15.29  27.02
  1969 -24.50 -22.94 -25.22   2.56 -16.85 -16.44
  1970 -21.44  -8.13   6.92  -6.07   7.97  10.48
  1971  26.33  21.57  14.37  24.80   5.88  14.41
  1972   0.39   7.36   7.19  21.39  11.19  18.18
  1973 -45.48 -32.92 -27.38 -22.29  -8.99  -4.01
  1974 -32.60 -25.97 -18.54 -29.22 -22.80 -23.22
  1975  61.84  57.96  58.28  34.19  41.84  55.50
  1976  38.34  47.32  60.69  17.29  40.74  44.48
  1977  18.75  18.18  23.21  -9.14  -0.94   1.35
  1978  17.77  20.95  22.14   7.10   6.92   3.77
  1979  49.50  37.54  40.16  16.32  23.43  22.60
  1980  52.86  30.82  21.66  35.56  36.76  16.42
  1981 -10.80  13.89  17.87  -7.63  -7.38  14.06
  1982  19.41  33.64  41.02  21.87  17.86  27.50
  1983  19.63  40.37  48.24  14.59  25.27  27.17
  1984 -13.90   2.48   8.21  -0.55   5.82  15.96
  1985  29.67  35.13  32.55  32.38  32.64  31.62
  1986   2.40  10.05  14.32  14.79  19.95  21.37
  1987 -13.40  -4.42  -6.78   7.56   3.12  -2.13
  1988  14.67  28.74  31.08  12.66  17.91  26.06
  1989  19.24  18.31  16.66  36.40  25.41  30.13
  1990 -18.80 -17.85 -23.83   1.00  -5.63 -13.23
  1991  53.82  46.50  40.47  43.12  22.24  27.20
  1992   4.58  22.71  35.32   6.31   9.43  24.13
  1993  10.33  20.37  26.93   0.85  17.01  22.23
  1994  -6.79   0.23   0.10   2.62   1.09  -5.82
  1995  29.00  28.19  32.86  37.52  39.18  36.59
  1996   9.32  22.23  24.00  22.81  25.27  14.68
  1997   9.96  31.99  38.52  30.68  36.88  28.53
  1998  -1.77  -5.74  -1.13  39.13   9.19  17.85
  1999  47.78  21.82   7.83  27.21   5.69  -1.28
  2000 -23.52  19.57  22.44 -13.45  16.90  19.50
  2001  -0.02  16.79  22.81 -14.67  -1.43  -0.04
  2002 -32.10 -11.60  -8.72 -22.55 -15.65 -24.93
  2003  54.74  50.31  64.85  27.99  30.78  27.66
  2004  15.10  20.15  22.19   7.51  14.68  20.08
  2005  -0.64   8.54   9.46   4.06   8.01  12.09
  2006   9.12  21.94  23.30   9.55  19.91  23.93
  2007   5.20  -2.40 -11.00  11.41   1.43   3.13
  2008 -39.39 -31.47 -31.96 -33.54 -41.68 -39.09
  2009  36.54  31.88  34.58  32.38  21.87  22.86
  2010  29.26  29.14  28.19  15.70  19.80  10.34
  2011  -4.41  -5.70  -7.32   3.87   3.74  -7.04
  2012  15.18  17.83  21.93  15.82  12.54  25.26
  2013  45.00  41.91  41.56  33.61  33.53  37.65


  Average Equal Weighted Returns -- Annual
               Small                 Big         
          Low     2    High    Low     2    High 
  1927  29.80  27.53  38.31  39.48  25.73  38.90
  1928  28.75  43.88  53.50  46.36  35.29  26.18
  1929 -46.83 -39.02 -42.20 -27.15 -13.65  -9.66
  1930 -37.30 -34.52 -44.96 -31.39 -35.57 -46.22
  1931 -46.07 -44.94 -40.77 -39.22 -51.88 -55.48
  1932 -10.63   6.91  42.88  -7.23  -6.59   3.53
  1933 147.98 166.33 222.24  66.50 117.94 128.83
  1934  40.30  27.28  22.40  18.61  14.42 -19.37
  1935  42.49  74.87  76.31  38.53  50.16  52.66
  1936  43.14  54.67  86.55  26.34  45.54  48.47
  1937 -51.04 -51.29 -52.19 -38.38 -40.22 -46.39
  1938  44.56  52.85  18.11  42.84  38.15  36.12
  1939   9.81   4.91   6.53   4.81  -1.23  -9.05
  1940  -6.68  -2.67 -12.53  -8.41  -3.64  -4.23
  1941 -18.17 -14.88   1.52 -11.62  -8.16   0.22
  1942  23.38  35.34  57.19  17.24  22.15  30.32
  1943  47.41  59.76 128.73  24.33  41.13  54.34
  1944  46.66  49.28  63.31  19.33  32.63  47.78
  1945  70.62  70.44  79.90  42.64  53.68  64.44
  1946 -13.34 -10.06 -10.91  -9.17  -2.81  -9.62
  1947 -10.13  -3.92   6.65  -0.10   2.55   6.12
  1948  -8.22  -8.21  -2.74  -0.49  -0.23   3.08
  1949  21.93  21.64  22.50  23.25  20.68  19.72
  1950  28.79  35.91  55.89  18.55  33.54  63.10
  1951  17.21  13.13  10.39  20.54  20.12  11.90
  1952   4.29   8.79   7.96  10.71  12.44  16.56
  1953  -1.64  -2.04  -7.89   2.28  -1.14 -10.46
  1954  41.20  59.12  66.51  42.91  58.31  68.71
  1955  14.34  22.17  23.40  20.38  19.36  22.65
  1956   3.10   4.39   5.45   8.51  10.91   3.17
  1957 -19.87 -14.83 -16.68 -10.18 -10.15 -20.65
  1958  80.49  61.27  75.62  47.82  50.24  75.90
  1959  21.20  19.44  16.46  11.24  13.92  19.37
  1960  -4.14  -2.47  -6.57   5.09   0.65  -9.88
  1961  24.81  32.81  31.85  25.14  31.86  28.36
  1962 -21.32 -15.70  -8.25 -15.45  -9.58  -7.30
  1963   8.92  12.73  26.39  14.75  16.61  31.32
  1964  12.14  19.98  24.05  13.45  19.20  23.80
  1965  36.29  40.26  49.45  18.24  23.56  27.94
  1966  -7.08  -5.93  -5.36  -5.80  -5.70  -9.75
  1967 111.87  97.55  89.62  30.35  29.95  44.83
  1968  39.71  49.34  63.18  10.91  19.90  36.58
  1969 -32.06 -29.25 -28.45  -9.10 -15.77 -21.17
  1970 -23.38 -12.00   0.52 -10.77   4.41   6.08
  1971  23.16  22.22  18.99  27.89  10.46  15.58
  1972  -3.68   2.05   7.91  11.99   7.75  12.78
  1973 -47.04 -37.37 -32.40 -34.65 -21.42  -9.89
  1974 -30.42 -21.35 -16.66 -32.11 -21.07 -20.36
  1975  79.78  73.00  78.70  45.65  52.68  64.82
  1976  41.28  50.28  65.26  23.39  43.70  52.32
  1977  25.96  24.41  31.71  -3.46   2.95   4.12
  1978  25.96  30.15  32.03   9.05   8.40   8.67
  1979  54.39  39.75  41.05  30.69  27.12  25.49
  1980  62.15  36.51  29.60  43.86  29.71  16.02
  1981 -15.61  14.23  16.66  -2.94   5.24  13.09
  1982  14.66  36.73  43.43  16.96  24.01  34.04
  1983  26.92  46.33  58.13  17.13  28.35  30.97
  1984 -23.25  -6.12   2.14  -4.92   2.89   9.17
  1985  19.41  27.49  22.23  31.85  33.50  33.17
  1986  -3.68   8.08  13.71  15.15  18.38  20.62
  1987 -18.85  -6.73   1.75   3.86   1.26  -2.10
  1988  14.15  28.07  27.07  15.24  22.88  27.78
  1989   8.07  12.81  12.46  29.50  22.12  29.79
  1990 -23.49 -18.29 -24.06  -2.89 -13.12 -14.95
  1991  63.76  55.14  55.23  42.01  36.88  38.30
  1992  15.08  27.10  51.16  11.84  16.63  27.72
  1993  12.85  28.95  38.52   7.52  18.05  20.08
  1994 -17.20   0.37   6.08  -0.41  -0.52  -2.74
  1995  28.33  29.89  35.61  33.71  35.38  35.75
  1996   4.43  25.15  27.26  15.28  24.65  14.73
  1997   1.83  29.27  36.56  20.27  36.65  30.14
  1998  -7.25  -5.53  -2.76  17.14  -0.75   9.84
  1999  51.27  32.67  28.53  31.14   4.67   1.98
  2000 -34.58   2.61   4.86 -14.06  23.72  27.23
  2001  25.19  36.57  36.13  -2.24   6.95   6.74
  2002 -36.11  -6.95   2.99 -24.65 -14.66 -19.04
  2003  87.46  67.33  97.74  40.38  40.31  43.09
  2004  15.83  23.27  29.73  13.48  20.44  23.39
  2005  -3.45   5.98   8.24   7.82  13.09  12.96
  2006  11.18  19.59  23.78  10.69  13.97  19.35
  2007  -3.12 -10.20 -14.12   8.94   4.84  -3.66
  2008 -47.41 -40.52 -46.74 -41.03 -43.00 -40.83
  2009  72.48  59.78  70.73  50.66  44.11  51.65
  2010  26.27  29.09  29.88  27.96  23.30  21.05
  2011 -16.26  -9.38  -9.26   0.44   0.22  -1.90
  2012  13.82  15.82  27.04  17.00  14.89  19.07
  2013  44.01  48.03  45.82  37.87  39.80  41.52


  Number of Firms in Portfolios
               Small                 Big         
          Low     2    High    Low     2    High 
192607     44     69     93     83    103     35
192608     44     69     93     83    103     35
192609     44     69     93     83    102     35
192610     44     69     93     83    102     35
192611     44     69     93     83    102     35
192612     44     68     93     83    102     35
192701     44     68     92     83    102     35
192702     44     68     89     83    102     35
192703     44     68     89     83    102     35
192704     44     68     89     83    101     35
192705     44     68     89     83    101     35
192706     44     67     89     83    101     35
192707     42     80     99     97    105     40
